sex_F,age,famsize_GT3,traveltime,studytime,failures,schoolsup,famsup,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3,Mjob_health,Mjob_other,Mjob_services,Fjob_other,Fjob_teacher,reason_reputation,guardian_mother,guardian_other,parental_edu_avg
1,17,0,1,1,0,0,1,0,1,0,0,5,2,1,1,2,3,6,11,False,False,True,True,False,False,True,False,4.0
1,17,0,2,2,0,0,0,0,1,1,0,4,4,4,1,3,1,2,15,False,True,False,True,False,True,True,False,2.5
1,17,1,1,2,0,0,0,0,1,1,1,3,4,5,2,4,1,15,10,False,True,False,True,False,True,True,False,3.5
0,18,0,1,2,0,0,1,0,1,1,0,3,2,4,2,4,4,10,10,False,False,True,False,False,False,False,False,3.0
1,17,1,2,1,0,0,1,0,1,0,0,3,3,3,1,4,3,4,13,False,False,False,True,False,False,False,False,2.5
1,17,1,1,3,0,0,1,1,1,1,0,4,3,3,1,1,4,0,13,False,False,False,False,False,False,True,False,2.0
1,17,1,2,2,0,0,1,1,1,1,0,4,2,5,1,2,5,0,11,False,False,False,False,False,True,True,False,1.5
1,17,1,1,3,0,0,1,1,1,0,1,4,3,4,1,1,5,12,12,False,False,False,True,False,True,True,False,1.0
1,16,1,1,2,0,1,0,0,1,1,0,2,3,1,1,1,3,0,14,False,False,True,False,True,False,True,False,2.5
0,18,1,2,2,3,0,1,0,1,1,0,3,3,3,5,5,4,9,10,False,True,False,True,False,False,True,False,2.0
1,16,1,1,3,0,0,1,1,1,1,0,5,3,2,1,1,5,4,16,False,False,False,False,False,False,True,False,4.0
1,18,1,1,2,0,0,0,1,1,1,1,5,3,3,1,1,4,4,8,False,True,False,True,False,True,True,False,2.0
1,17,1,1,2,0,0,0,1,1,1,0,5,3,4,1,3,3,2,17,False,True,False,True,False,False,True,False,2.5
0,17,0,1,2,0,0,1,0,1,1,0,5,3,3,1,3,3,0,11,False,False,True,False,False,True,False,False,2.5
0,18,0,4,2,0,1,1,1,1,1,1,4,3,2,4,5,3,2,11,False,False,False,True,False,False,True,False,1.5
1,17,1,2,3,0,0,0,1,1,1,1,3,2,3,1,2,3,0,16,False,True,False,True,False,False,True,False,1.5
1,17,0,1,2,0,0,0,1,1,1,1,3,2,3,1,2,3,0,12,True,False,False,True,False,True,False,False,3.5
0,17,1,2,2,0,0,1,1,1,1,0,4,5,2,1,1,1,0,13,False,True,False,True,False,False,False,False,2.0
0,17,1,1,2,0,1,1,1,1,1,1,4,5,5,1,3,2,0,13,False,False,False,False,True,True,True,False,4.0
0,16,1,1,2,0,0,1,1,1,1,0,4,2,4,2,4,1,0,14,True,False,False,True,False,True,False,False,4.0
0,16,0,2,2,0,0,1,0,1,1,0,3,4,2,1,1,5,2,9,False,True,False,True,False,False,True,False,1.0
0,16,1,2,3,0,0,0,1,1,1,1,5,3,3,1,3,2,0,12,False,False,False,True,False,True,True,False,2.5
0,17,0,1,2,0,0,0,1,1,1,1,4,4,2,5,5,4,0,16,False,True,False,True,False,False,False,False,2.0
1,16,1,1,1,0,0,0,0,1,1,1,4,5,2,1,1,5,4,10,False,True,False,True,False,False,True,False,1.5
1,16,1,1,2,0,0,0,1,1,1,1,5,3,3,1,2,5,0,13,False,True,False,True,False,False,True,False,2.5
1,18,0,2,2,1,0,1,0,1,1,0,4,3,3,1,1,3,15,10,False,False,True,True,False,False,True,False,3.0
1,18,0,1,2,1,0,1,0,1,1,1,5,3,1,1,1,5,15,10,False,False,False,False,False,False,True,False,2.0
1,18,1,2,1,1,0,0,0,0,1,0,4,1,1,1,1,3,14,7,False,True,False,True,False,False,True,False,3.0
0,18,1,1,1,1,0,1,1,0,1,1,4,4,3,2,2,1,15,8,False,True,False,False,False,False,False,True,2.0
0,17,1,1,1,0,0,1,1,1,1,0,4,2,1,1,2,5,6,9,False,False,False,False,True,False,True,False,4.0
1,17,1,1,2,0,0,0,1,1,0,0,5,4,2,1,1,3,4,15,False,True,False,True,False,False,False,False,2.5
1,17,0,1,3,0,0,1,1,1,1,1,4,3,2,1,2,4,10,10,False,False,False,False,False,False,True,False,1.0
1,16,1,1,1,0,0,0,0,0,1,0,5,3,5,1,2,5,4,11,False,True,False,True,False,False,True,False,1.5
1,17,1,3,2,0,0,0,1,1,0,0,2,1,1,1,1,3,2,13,False,False,False,False,False,False,True,False,1.5
1,17,0,4,1,1,0,1,0,1,1,0,5,5,4,1,1,5,14,8,False,True,False,True,False,False,False,True,2.5
0,18,1,1,2,0,0,0,0,0,1,0,5,5,4,3,5,2,15,8,False,True,False,False,False,True,False,False,2.0
1,17,0,1,1,1,0,1,0,0,1,0,3,1,2,1,1,1,8,10,False,True,False,True,False,False,True,False,2.0
1,17,0,2,3,0,0,0,1,1,1,0,4,3,3,1,3,5,4,15,False,False,False,True,False,False,True,False,1.0
1,17,0,1,2,0,0,1,1,1,0,0,4,3,2,1,1,4,4,14,False,False,False,True,False,False,True,False,3.0
0,17,0,2,2,0,0,0,1,1,1,1,2,5,5,1,4,5,8,15,True,False,False,True,False,False,True,False,3.5
0,17,0,2,2,0,0,1,0,1,1,0,3,3,3,2,3,4,0,12,False,False,False,True,False,False,True,False,4.0
0,16,0,1,1,0,0,0,1,1,1,0,5,4,5,1,1,3,7,15,False,False,False,True,False,False,True,False,3.5
0,16,1,1,1,0,0,0,1,1,1,0,5,3,2,1,2,5,4,15,False,False,True,False,False,False,True,False,4.0
1,17,1,1,2,0,0,1,0,1,1,1,5,3,1,1,4,5,2,12,False,False,False,False,False,False,True,False,4.0
0,17,1,2,3,0,0,0,0,1,1,1,4,3,3,1,1,1,2,15,False,True,False,True,False,False,False,False,1.0
1,17,1,2,3,0,0,1,0,1,1,1,4,2,2,2,3,5,10,11,False,False,True,True,False,False,True,False,3.0
1,17,1,1,2,0,1,0,0,1,0,1,4,3,2,1,1,4,10,10,False,False,False,True,False,False,True,False,1.0
1,18,1,2,3,0,0,1,0,1,1,1,4,4,4,1,1,3,10,11,False,True,False,True,False,False,False,True,1.5
0,16,1,3,1,0,0,0,0,1,1,0,4,3,3,1,1,4,7,16,False,True,False,True,False,False,True,False,1.5
1,17,1,1,2,0,0,1,0,1,0,0,4,3,4,1,2,5,4,11,False,True,False,False,False,False,False,False,1.0
0,17,1,2,1,0,0,0,0,1,1,0,5,2,2,1,1,2,2,13,False,True,False,True,False,False,False,False,2.5
0,22,1,1,1,3,0,0,0,0,1,1,5,4,5,5,5,1,12,5,False,False,True,False,False,False,True,False,2.0
0,18,0,1,2,0,0,1,0,1,1,1,4,3,3,1,3,5,8,10,False,True,False,False,False,False,True,False,3.0
0,16,1,1,1,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,False,True,False,True,False,False,True,False,1.0
0,18,1,2,1,0,0,0,0,0,1,0,4,4,5,2,4,5,8,7,False,False,True,True,False,False,True,False,2.5
0,16,1,3,2,1,1,1,0,1,1,0,5,3,3,1,3,2,4,10,False,False,False,True,False,True,False,True,3.0
0,18,1,1,1,2,0,0,0,0,1,0,3,2,5,2,5,5,4,6,False,False,True,False,False,False,True,False,1.5
0,16,1,2,1,0,0,0,1,1,0,0,3,3,2,1,3,3,2,12,False,True,False,True,False,False,True,False,1.5
0,17,1,1,1,0,0,0,0,1,1,0,4,4,2,2,4,5,0,13,False,True,False,True,False,False,True,False,1.5
0,17,0,2,1,1,0,1,1,1,1,0,4,4,4,1,2,5,0,10,True,False,False,True,False,False,True,False,1.0
1,18,0,1,2,0,0,1,0,1,1,1,4,3,4,1,3,5,2,13,False,True,False,True,False,False,True,False,1.5
1,17,0,1,4,0,0,1,1,1,1,0,4,2,3,1,1,4,2,17,False,False,False,False,False,True,True,False,3.0
1,19,1,1,2,0,0,1,0,1,1,0,4,3,3,1,1,5,0,11,False,False,True,False,False,False,True,False,2.0
0,18,0,3,2,1,0,0,1,0,1,0,4,4,5,4,4,5,4,11,False,False,True,True,False,False,True,False,1.5
1,17,1,1,3,0,0,1,1,1,1,0,4,3,4,1,3,5,2,14,False,True,False,True,False,False,True,False,3.0
1,18,0,1,3,0,0,1,0,1,0,0,4,4,3,2,3,3,4,14,False,True,False,False,False,False,True,False,1.0
1,18,1,1,2,0,1,0,0,1,0,0,3,2,3,1,1,5,4,13,False,True,False,True,False,False,True,False,2.0
0,19,0,1,2,0,0,1,0,1,1,0,4,3,1,1,1,1,4,14,False,False,True,False,False,True,True,False,3.5
0,18,1,1,2,0,0,0,1,1,1,0,5,2,4,1,2,4,2,16,False,True,False,True,False,False,True,False,1.5
0,17,1,2,1,0,0,0,0,0,0,0,5,2,2,1,1,4,0,10,False,True,False,False,False,False,True,False,2.0
1,17,0,1,4,0,0,0,1,1,1,1,3,4,1,1,1,2,2,12,False,False,True,False,False,False,False,False,2.0
1,20,1,2,2,0,0,1,1,0,1,1,1,2,3,1,2,2,8,12,False,True,False,True,False,False,False,True,1.5
1,18,1,1,2,0,0,1,0,1,1,1,3,1,2,1,3,2,2,15,False,False,True,True,False,False,False,False,3.5
0,18,1,1,2,0,0,1,0,1,1,0,4,3,2,1,1,3,2,11,False,False,False,True,False,False,True,False,3.5
0,18,1,1,3,0,0,0,1,1,0,0,5,3,2,1,1,3,2,12,False,True,False,True,False,False,True,False,2.5
1,17,1,1,3,0,0,0,1,1,0,0,3,2,3,1,1,4,2,13,False,True,False,True,False,False,True,False,3.0
1,18,1,1,3,0,0,1,1,1,1,1,4,3,3,1,1,3,0,13,False,False,False,False,False,False,True,False,2.0
0,17,1,2,1,0,0,0,0,0,1,0,4,4,4,2,3,4,8,9,False,True,False,True,False,False,False,False,2.0
0,18,0,2,2,0,0,1,1,1,1,0,4,2,5,3,4,1,6,16,False,True,False,True,False,True,True,False,3.5
0,17,1,1,2,0,0,0,1,1,1,1,5,4,4,3,4,5,0,14,False,False,True,True,False,False,True,False,2.0
1,18,1,2,2,0,0,0,1,1,1,0,4,3,4,2,2,4,8,12,False,False,False,True,False,True,True,False,4.0
0,18,1,1,2,0,0,1,1,1,1,1,5,4,5,1,3,5,4,14,True,False,False,True,False,True,False,False,3.0
1,18,1,2,2,0,0,1,0,0,1,1,4,3,5,1,2,3,12,10,False,True,False,True,False,True,True,False,1.5
1,19,1,1,2,0,0,1,1,1,1,0,4,3,5,3,3,5,15,12,False,True,False,False,False,False,False,True,3.0
1,18,1,1,4,0,0,1,1,1,1,1,4,5,5,1,3,2,10,16,False,True,False,False,False,True,False,False,2.5
1,18,0,2,2,0,0,1,0,1,0,0,4,4,3,1,1,3,2,13,False,True,False,True,False,False,True,False,1.0
0,17,1,1,2,0,0,1,1,1,0,1,3,5,2,2,2,1,2,18,False,False,False,False,False,False,True,False,1.5
1,18,1,1,2,0,0,1,0,1,1,1,4,2,5,1,2,1,8,15,False,True,False,True,False,False,True,False,1.5
1,17,1,2,2,0,0,1,0,1,1,1,4,3,3,1,1,1,6,16,False,False,False,False,False,True,True,False,3.0
1,17,0,2,2,0,1,1,0,1,1,1,4,4,4,2,3,5,6,12,False,False,True,True,False,False,True,False,2.0
1,18,1,2,2,0,0,0,0,0,1,1,4,1,1,1,1,5,15,10,False,True,False,False,False,False,True,False,2.5
0,18,1,2,1,0,0,0,1,1,1,0,3,2,4,1,4,3,6,12,False,False,False,False,False,False,True,False,4.0
1,18,1,1,2,1,1,1,1,1,1,1,2,4,4,1,1,4,2,13,True,False,False,False,False,True,False,False,4.0
1,17,1,3,3,0,0,1,0,1,1,1,4,2,3,1,1,1,8,15,False,True,False,False,False,True,False,False,2.0
1,19,1,1,2,1,1,1,0,0,1,0,3,3,3,4,3,3,0,10,False,False,True,False,False,True,False,False,2.5
0,18,0,2,1,0,0,0,1,1,1,0,4,2,3,1,2,1,0,10,False,False,False,False,False,False,True,False,3.5
0,18,1,2,1,0,0,0,0,0,1,0,3,4,4,2,4,4,10,11,False,False,False,True,False,False,False,True,1.5
0,17,0,2,1,0,0,0,1,1,1,1,4,5,4,2,4,5,15,10,False,False,True,True,False,False,True,False,2.5
0,17,0,1,1,0,0,0,0,1,1,0,4,4,4,3,4,3,15,13,False,False,False,False,False,False,True,False,2.5
1,18,0,2,4,0,0,1,1,1,0,0,5,2,2,1,1,3,2,18,False,False,False,True,False,True,True,False,1.0
1,18,1,2,2,0,1,0,1,1,1,0,5,4,4,1,1,4,0,13,False,True,False,True,False,False,True,False,1.0
1,17,1,1,2,0,0,1,0,1,1,0,5,4,5,1,2,5,12,14,False,True,False,True,False,False,True,False,2.0
1,18,1,2,2,0,0,0,1,1,1,1,4,3,1,1,1,5,10,14,False,True,False,True,False,True,True,False,1.5
0,17,1,1,2,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,False,True,False,True,False,True,False,False,1.0
1,18,1,1,3,0,0,1,0,1,1,0,4,3,3,1,2,2,0,18,False,False,False,False,False,False,True,False,2.0
1,17,1,1,3,0,0,1,0,1,1,0,4,3,3,1,1,3,0,14,False,False,True,False,True,True,True,False,1.0
0,18,1,1,3,0,0,0,1,1,1,0,4,2,4,1,3,2,0,15,False,False,True,False,False,True,True,False,1.5
0,18,0,1,2,0,0,1,1,1,1,0,5,4,3,1,1,2,0,17,False,False,False,False,True,True,True,False,4.0
0,18,1,1,2,0,0,1,1,1,1,1,4,3,2,1,4,5,2,16,False,False,False,True,False,False,True,False,3.0
1,17,1,1,3,0,0,1,0,1,1,0,4,2,2,1,2,3,0,18,True,False,False,False,False,True,True,False,3.5
1,17,0,2,4,0,0,1,0,1,0,0,3,1,2,1,1,3,0,19,False,False,True,True,False,True,True,False,2.0
0,18,0,2,3,0,0,1,1,1,1,0,5,4,2,1,1,4,0,15,False,False,True,True,False,True,True,False,2.5
0,17,1,1,1,0,0,1,0,1,1,0,4,4,3,1,3,5,0,15,True,False,False,True,False,False,True,False,3.0
1,19,1,2,2,0,0,1,1,1,1,0,2,3,4,2,3,2,2,13,True,False,False,True,False,True,False,True,4.0
1,18,0,2,2,0,0,1,0,1,1,1,4,4,5,1,2,2,0,14,False,True,False,True,False,False,False,True,3.5
1,18,1,1,4,0,0,1,0,1,1,0,4,3,3,1,1,3,0,17,False,True,False,True,False,True,False,False,3.5
0,18,0,1,1,0,0,1,0,1,1,1,1,4,2,2,2,1,0,17,False,False,False,False,True,False,True,False,4.0
1,18,0,1,2,0,0,1,0,1,1,1,4,2,4,1,1,4,0,15,True,False,False,True,False,False,True,False,4.0
0,17,0,2,1,0,0,0,0,1,1,0,4,1,1,2,2,5,0,13,False,True,False,False,True,False,False,False,4.0
1,17,1,2,3,0,0,1,1,1,1,0,5,3,4,1,1,5,0,8,False,False,True,False,False,True,True,False,4.0
1,17,1,2,3,0,0,1,0,1,1,0,4,3,3,1,1,3,0,16,False,True,False,True,False,True,True,False,3.0
1,17,1,1,4,0,0,1,1,1,1,0,5,2,2,1,2,5,0,18,True,False,False,False,False,True,False,False,2.5
0,19,0,2,3,1,0,0,1,1,1,1,4,3,1,1,1,5,0,11,False,False,False,False,False,False,True,False,1.5
0,20,1,1,1,2,0,0,1,1,0,0,5,5,3,1,1,5,0,15,False,False,True,True,False,False,False,True,2.5
0,19,1,1,2,0,0,0,1,1,0,1,4,5,3,1,2,5,0,11,False,True,False,False,False,True,False,False,3.0
1,18,1,1,2,0,1,1,0,1,0,1,3,4,4,1,2,5,2,11,False,True,False,False,True,False,True,False,2.5
1,18,1,2,2,0,0,1,1,1,1,0,5,3,3,1,2,1,2,15,False,False,True,True,False,False,True,False,1.5
1,17,1,2,2,0,0,0,1,1,1,1,4,2,1,1,1,3,2,14,False,True,False,True,False,False,False,False,2.5
1,17,1,1,1,0,0,0,1,1,1,0,4,4,4,1,1,5,2,17,False,False,False,False,True,False,True,False,4.0
1,18,1,1,3,0,0,1,1,1,1,1,4,3,4,1,1,5,2,17,False,True,False,True,False,False,True,False,3.5
1,18,0,2,1,0,0,1,0,1,1,0,3,2,4,1,4,1,8,15,True,False,False,False,False,False,True,False,3.5
1,17,1,1,3,0,0,1,1,1,1,0,4,3,4,2,5,5,2,17,False,False,False,False,False,False,False,False,3.5
1,18,1,1,2,0,0,1,0,1,1,0,4,1,4,1,1,3,8,14,False,False,False,True,False,False,False,False,3.0
0,19,1,2,2,0,0,1,1,1,1,1,5,4,4,1,1,1,9,10,True,False,False,True,False,False,True,False,3.0
1,18,1,1,2,0,0,1,0,1,1,0,4,4,4,3,3,5,0,13,False,False,False,True,False,False,True,False,4.0
1,18,1,1,1,0,0,1,1,1,1,1,5,4,4,1,1,1,4,14,False,True,False,True,False,False,True,False,3.5
1,17,1,1,1,0,0,0,1,1,1,0,5,3,4,1,2,5,2,17,True,False,False,False,False,False,True,False,4.0
1,17,1,1,2,0,0,1,0,1,1,1,5,2,2,1,2,5,14,17,False,False,True,False,False,False,True,False,3.5
1,17,0,1,2,0,1,1,0,1,1,0,5,3,3,1,1,5,0,13,False,False,True,True,False,False,True,False,3.0
1,17,0,1,2,0,0,0,1,1,1,0,4,2,3,2,2,2,2,14,False,True,False,True,False,False,False,False,1.5
0,18,0,1,1,0,0,1,0,1,1,0,4,2,5,3,4,5,2,11,False,True,False,True,False,True,False,False,4.0
1,19,1,3,3,0,0,0,1,0,0,1,1,5,5,4,3,5,12,11,False,True,False,True,False,False,False,True,1.0
1,19,0,3,2,2,0,1,0,1,1,1,5,3,4,1,1,4,2,9,False,True,False,True,False,False,False,True,1.0
1,18,1,1,1,0,0,1,1,1,1,1,4,3,5,2,4,5,2,10,False,True,False,True,False,False,True,False,2.0
1,17,1,1,2,0,0,1,0,1,0,1,4,2,2,1,1,3,4,13,False,True,False,True,False,False,True,False,2.0
1,17,0,1,3,0,0,1,1,1,1,0,3,3,2,2,2,3,0,10,False,False,True,False,False,False,True,False,2.0
1,17,1,1,3,0,0,1,0,1,1,0,3,4,3,2,3,5,0,17,False,False,True,False,False,False,False,False,2.0
1,17,0,2,3,0,0,0,0,1,1,0,3,3,3,2,3,2,0,15,False,False,False,False,False,False,False,False,1.0
1,18,1,2,3,0,0,0,1,1,1,0,4,5,5,1,2,2,0,14,False,True,False,True,False,False,True,False,1.0
0,18,1,1,3,0,0,0,1,1,1,0,4,3,3,2,2,3,0,13,False,True,False,True,False,False,True,False,4.0
0,17,1,1,1,0,0,0,1,1,1,0,4,3,5,3,5,5,0,17,False,True,False,False,False,True,True,False,3.0
0,17,1,4,1,0,0,1,0,1,1,0,4,4,5,5,5,4,2,10,False,False,True,True,False,False,True,False,2.0
1,17,1,1,3,0,0,1,1,1,1,0,5,4,4,1,3,4,0,13,False,False,False,False,False,False,True,False,4.0
1,17,1,2,3,0,0,1,0,1,1,1,4,3,3,1,2,4,4,15,False,False,False,False,True,False,True,False,4.0
1,17,1,1,1,0,0,1,1,1,1,0,4,2,5,2,5,5,2,11,False,False,False,True,False,False,True,False,3.0
0,18,0,1,4,0,0,1,1,1,1,0,4,5,5,2,4,5,0,12,False,True,False,True,False,False,True,False,2.0
0,19,1,1,1,0,0,1,0,1,0,1,5,3,4,2,2,5,0,10,False,False,False,False,False,False,False,True,2.5
1,18,1,4,2,0,0,0,1,1,0,1,4,2,5,1,1,2,2,10,False,False,False,True,False,False,True,False,2.0
1,17,1,1,3,0,0,1,0,1,1,1,4,4,3,1,1,5,0,15,False,False,False,True,False,False,False,False,3.0
0,18,1,1,1,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,False,True,False,True,False,True,True,False,2.0
1,18,1,1,2,0,0,0,1,1,1,0,5,3,4,1,1,4,8,12,False,False,True,False,False,False,True,False,3.0
1,18,0,1,2,0,0,0,1,1,1,1,4,3,3,1,1,2,0,12,False,True,False,True,False,False,False,True,2.0
1,18,1,2,4,0,0,0,1,1,0,0,4,4,4,1,1,4,6,14,False,False,False,True,False,False,True,False,2.0
1,17,1,1,3,0,0,0,0,1,1,0,4,4,5,1,3,5,8,14,False,False,True,True,False,False,True,False,3.5
1,17,1,1,2,0,0,1,0,1,1,1,4,3,2,2,3,2,0,15,False,True,False,True,False,False,True,False,2.5
1,18,0,1,4,0,0,1,0,1,1,0,5,3,3,1,1,1,4,15,False,False,True,False,False,False,True,False,3.0
1,17,1,1,2,0,0,1,0,1,1,0,4,3,3,2,3,2,0,16,False,True,False,True,False,False,True,False,2.5
0,18,1,1,2,0,0,1,1,1,1,0,4,3,3,2,2,2,0,13,False,False,False,False,False,False,False,False,4.0
0,18,0,1,2,0,0,0,1,1,1,1,4,3,3,1,3,5,6,17,False,False,True,True,False,False,True,False,3.5
1,17,1,1,2,0,0,1,0,1,1,1,3,3,1,1,2,4,15,14,False,False,False,False,False,False,False,False,2.0
1,18,1,1,3,0,0,1,0,1,1,0,4,3,3,1,2,3,0,14,False,False,False,True,False,False,True,False,2.5
1,18,1,1,3,0,0,0,0,1,1,1,5,4,3,2,3,1,4,17,False,True,False,False,False,False,True,False,2.5
0,18,1,1,3,0,0,0,0,1,1,1,5,3,2,1,2,4,4,17,False,False,False,False,False,False,True,False,3.5
0,18,1,1,3,0,0,1,0,1,1,1,5,4,5,2,3,5,0,14,False,False,False,True,False,False,True,False,3.5
1,17,1,1,3,0,0,1,1,1,1,1,4,4,3,1,3,4,0,13,True,False,False,True,False,True,True,False,3.5
1,17,1,2,2,0,0,1,1,1,1,1,4,3,4,2,2,1,10,15,False,False,True,True,False,False,True,False,1.5
1,17,1,1,2,0,0,1,1,1,1,0,4,3,5,2,4,4,4,16,False,False,True,True,False,True,True,False,1.5
1,19,0,2,1,1,0,0,0,0,1,0,2,2,3,3,4,5,15,11,False,False,False,True,False,False,False,True,2.5
1,17,1,1,1,1,0,1,0,1,1,1,4,1,2,1,1,3,6,13,False,True,False,False,False,False,True,False,2.0
1,21,0,1,3,2,0,0,1,1,1,0,3,3,2,1,1,5,0,12,False,True,False,True,False,True,False,True,4.0
0,18,0,1,2,0,0,1,1,0,1,0,4,4,4,1,3,3,11,12,False,False,True,False,False,True,True,False,2.0
0,18,0,1,2,0,0,0,1,1,1,1,4,3,5,1,4,2,9,15,False,True,False,True,False,True,False,True,3.5
1,17,1,1,2,0,0,1,1,1,1,0,4,3,4,1,3,4,0,17,False,False,True,False,False,True,True,False,2.0
0,17,0,1,3,0,0,1,0,1,1,0,4,4,2,1,2,4,2,15,True,False,False,True,False,True,True,False,4.0
1,18,0,1,2,0,0,1,1,1,1,0,4,2,2,1,1,3,0,17,False,False,False,True,False,False,True,False,3.0
0,21,0,2,2,2,0,1,1,0,1,1,5,3,3,5,2,4,15,10,False,False,False,True,False,False,False,True,1.0
1,20,1,2,3,0,0,0,0,1,1,1,3,2,2,1,3,3,8,15,False,True,False,True,False,True,False,True,1.0
1,19,1,1,1,1,0,1,0,1,1,1,3,2,5,4,4,5,5,11,False,False,False,True,False,False,False,True,4.0
0,17,0,1,2,0,0,1,0,1,1,0,4,4,4,1,2,5,10,18,False,True,False,True,False,True,True,False,2.5
1,18,1,1,3,0,0,1,0,1,1,1,4,3,4,1,2,2,5,17,False,False,False,True,False,True,False,False,2.5
0,18,1,1,1,0,0,0,0,1,1,0,3,1,3,4,5,4,13,14,False,True,False,False,False,True,False,False,2.5
0,19,1,1,1,0,0,0,0,1,1,0,5,3,4,1,4,4,10,11,False,True,False,True,False,True,True,False,1.5
1,18,0,2,2,0,0,1,0,1,1,0,4,1,4,1,3,4,10,17,False,False,True,True,False,True,True,False,2.0
1,20,1,2,1,1,1,0,0,1,1,1,5,3,1,1,1,5,5,10,False,True,False,True,False,True,True,False,0.5
1,18,1,1,2,0,0,1,1,1,1,1,3,1,2,1,2,1,4,13,False,False,True,True,False,False,True,False,2.5
1,16,1,2,1,0,0,1,0,0,1,1,4,3,3,1,3,5,11,11,False,False,False,True,False,False,False,False,2.0
1,16,1,2,2,0,0,1,1,1,1,0,4,4,4,1,1,5,0,12,False,True,False,True,False,False,True,False,2.0
1,15,1,1,1,1,0,1,0,1,0,1,4,1,3,1,1,2,6,10,False,False,False,False,False,False,True,False,1.0
1,15,1,2,1,0,0,1,0,1,1,0,5,4,4,2,3,5,4,11,False,False,False,True,False,False,True,False,3.0
1,16,1,2,2,0,0,0,0,1,0,0,4,5,2,1,2,5,0,17,False,False,False,False,False,False,True,False,2.5
1,15,0,2,1,0,0,0,0,0,0,0,1,3,4,1,1,1,0,9,False,False,False,True,False,False,True,False,1.5
0,16,0,1,2,0,0,1,0,1,0,0,5,3,2,1,3,2,5,11,False,False,False,True,False,False,True,False,4.0
0,16,1,1,3,0,1,0,0,1,1,0,4,4,3,1,1,5,0,11,False,True,False,True,False,False,True,False,1.5
1,17,1,1,2,1,0,0,0,1,0,1,4,5,4,1,2,5,0,10,False,False,False,True,False,False,False,False,2.5
1,17,1,1,1,1,0,1,0,0,1,0,5,4,4,2,2,5,0,7,False,True,False,True,False,False,False,False,1.0
1,15,1,2,1,0,0,0,0,1,1,1,1,5,1,3,5,5,0,14,False,False,False,True,False,False,True,False,4.0
1,16,0,2,4,0,0,0,1,0,0,1,1,2,1,1,1,1,4,11,False,False,False,True,False,True,True,False,2.0
1,15,0,2,2,0,0,1,0,1,1,0,5,4,3,1,2,4,0,10,False,False,False,False,False,True,False,False,1.0
1,15,0,2,1,1,0,1,0,1,1,1,4,4,3,1,2,2,4,8,False,True,False,False,False,False,True,False,1.0
1,16,1,2,1,0,0,1,1,1,0,0,3,2,3,1,2,2,0,12,False,True,False,True,False,False,True,False,1.0
1,17,1,2,1,0,0,1,0,1,1,0,5,5,5,1,3,3,2,12,False,True,False,True,False,False,True,False,2.5
1,15,1,2,1,0,0,0,0,1,1,0,4,1,3,1,1,4,0,16,False,True,False,False,False,False,False,False,3.0
0,16,1,2,2,0,0,1,1,1,0,1,5,4,5,4,5,3,0,0,False,False,False,False,False,False,True,False,1.0
0,17,1,1,2,0,0,0,0,1,1,0,4,4,3,2,4,5,4,9,False,True,False,True,False,False,True,False,1.0
0,15,0,1,2,0,0,1,1,1,1,0,5,3,4,1,2,2,0,14,True,False,False,False,False,True,False,False,2.5
0,15,0,1,2,0,0,1,1,1,1,0,5,3,4,1,2,2,7,8,True,False,False,False,False,True,False,False,2.5
0,16,1,3,2,0,0,0,0,1,0,0,3,4,5,1,2,5,4,11,False,True,False,False,False,False,True,False,3.5
0,15,1,4,2,0,0,1,1,1,0,1,5,4,5,2,4,4,8,9,False,True,False,True,False,False,True,False,1.0
0,15,0,1,2,0,0,1,1,1,1,0,5,3,3,1,1,5,0,11,False,False,False,False,False,True,False,False,3.0
0,17,1,3,1,0,0,0,1,0,0,1,5,5,5,5,5,3,8,9,False,True,False,True,False,False,True,False,1.5
1,16,1,2,3,0,0,0,1,1,1,1,4,2,2,1,1,4,6,17,False,False,False,False,True,False,True,False,4.0
1,15,1,2,1,0,0,0,0,1,0,0,5,1,2,1,1,1,3,13,False,True,False,False,False,False,True,False,1.5
1,16,1,3,2,0,0,1,0,1,1,0,4,5,4,1,2,1,2,15,False,True,False,False,False,False,True,False,2.5
0,16,1,2,2,0,0,0,0,1,0,0,4,3,3,1,1,5,0,11,False,True,False,True,False,False,False,False,1.5
1,16,1,3,2,0,0,1,0,1,1,0,4,4,5,1,1,4,4,11,False,True,False,True,False,False,True,False,2.0
1,16,1,1,3,1,0,1,0,1,0,0,1,3,2,1,2,4,0,8,False,True,False,False,False,False,True,False,1.5
1,16,1,1,3,1,0,1,0,1,0,0,1,3,2,1,2,4,3,8,False,True,False,False,False,False,True,False,1.5
1,15,1,1,2,0,1,1,0,1,1,0,4,4,2,3,3,2,0,9,False,False,False,True,False,False,True,False,1.5
1,16,1,1,2,0,0,1,0,1,0,1,5,4,3,2,1,2,0,15,False,False,False,True,False,False,False,False,1.0
0,17,0,1,1,0,0,1,1,1,1,0,5,5,5,5,5,3,4,11,False,False,False,False,False,True,True,False,1.5
